book_id,isbn,authors,original_publication_year,title
4113,0330411969,C.J. Sansom,2003,"Dissolution (Matthew Shardlake, #1)"
4114,0689872992,Lisi Harrison,2004,"The Clique (The Clique, #1)"
4115,0805092994,Elizabeth Kolbert,2014,The Sixth Extinction: An Unnatural History
4116,0060885599,Ben Fountain,2012,Billy Lynn's Long Halftime Walk
4117,0001594481717,Daniel H. Pink,2004,A Whole New Mind: Why Right-Brainers Will Rule the Future
4118,0001573223328,Lian Hearn,2002,"Across the Nightingale Floor (Tales of the Otori, #1)"
4119,0553804367,"Stephen Hawking, Leonard Mlodinow",2005,A Briefer History of Time
4120,0141026162,Richard Dawkins,1986,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design
4121,0749932988,Nora Roberts,2002,"Face the Fire (Three Sisters Island, #3)"
4122,0001250046394,Ronald H. Balson,2010,Once We Were Brothers
4123,,"Emily Bleeker, Dan John Miller",2016,When I'm Gone
4124,0553588249,Dean Koontz,2004,Life Expectancy
4125,0001423110706,Cinda Williams Chima,2008,"The Dragon Heir (The Heir Chronicles, #3)"
4126,0001416950095,Ellen Hopkins,2010,"Fallout (Crank, #3)"
4127,0425175405,Patricia Cornwell,1999,"Black Notice (Kay Scarpetta, #10)"
4128,0316393878,Emma Donoghue,2016,The Wonder
4129,0345494857,Alison Weir,2006,Innocent Traitor
4130,0345463153,John Irving,2001,The Fourth Hand
4131,0380730359,Dennis Lehane,1998,"Gone, Baby, Gone (Kenzie & Gennaro, #4)"
4132,,Darren Shan,2000,"Tunnels of Blood (Cirque Du Freak, #3)"
4133,0345471172,Kristin Hannah,1999,On Mystic Lake
4134,0553581554,Iris Johansen,1999,"The Killing Game (Eve Duncan, #2)"
4135,0001442484233,Michelle Hodkin,2014,"The Retribution of Mara Dyer (Mara Dyer, #3)"
4136,0001400082544,Rachael Ray,2005,Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners
4137,0312342020,Augusten Burroughs,2008,A Wolf at the Table
4138,000076534775X,Orson Scott Card,1987,"Seventh Son (Tales of Alvin Maker, #1)"
4139,0060790598,Michael Chabon,1988,The Mysteries of Pittsburgh
4140,0060518502,James L. Swanson,2006,Manhunt: The 12-Day Chase for Lincoln's Killer
4141,0007233701,Cecelia Ahern,2009,The Book of Tomorrow
4142,0001423147952,Ally Carter,2011,"Uncommon Criminals (Heist Society, #2)"
4143,0062235672,Kasie West,2014,On the Fence
4144,,Mark  Edwards,2015,Follow You Home
4145,0375913750,Jerry Spinelli,2007,"Love, Stargirl (Stargirl, #2)"
4146,0307381463,Michelle Moran,2007,Nefertiti
4147,0001592406599,David McRaney,2011,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself"
4148,0553578529,Sara Donati,1998,"Into the Wilderness (Wilderness, #1)"
4149,0140443339,"Aeschylus, Robert Fagles, William Bedell Stanford",-458,"The Oresteia  (Ορέστεια, #1-3)"
4150,0312655479,Louise Penny,2013,"How the Light Gets In (Chief Inspector Armand Gamache, #9)"
4151,0001581344988,John Piper,2003,Don't Waste Your Life
4152,0307376656,Ildefonso Falcones,2006,La catedral del mar
4153,0345425502,Alison Weir,1996,The Life of Elizabeth I
4154,0001592975038,The Church of Jesus Christ of Latter-day Saints,1950,"Book of Mormon, Doctrine and Covenants, Pearl of Great Price"
4155,000044657922X,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross",2010,Earth (The Book): A Visitor's Guide to the Human Race
4156,0373210035,Rachel Vincent,2009,"My Soul to Take (Soul Screamers, #1)"
4157,0001571740562,Neale Donald Walsch,1996,"Conversations With God: An Uncommon Dialogue, Book 2"
4158,0062071130,Brodi Ashton,2012,"Everneath (Everneath, #1)"
4159,0739328271,Janet Evanovich,2009,"Plum Spooky (Stephanie Plum, #14.5)"
4160,0060527986,Paulo Coelho,1997,Warrior of the Light
4161,,G. Norman Lippert,2007,"James Potter and the Hall of Elders' Crossing (James Potter, #1)"
4162,0385522266,Jon Krakauer,2008,Where Men Win Glory: The Odyssey of Pat Tillman
4163,0800793013,"Brother Andrew, Elizabeth Sherrill, John Sherrill",1964,God's Smuggler
4164,0307595129,J. Courtney Sullivan,2011,Maine
4165,000006233638X,Kasie West,2015,The Fill-In Boyfriend
4166,0553376055,Meg Rosoff,2004,How I Live Now
4167,0439856264,Garth Nix,2003,"Mister Monday (The Keys to the Kingdom, #1)"
4168,0778328791,Heather Gudenkauf,2011,These Things Hidden
4169,0001561483397,"Dawn J. Ranck, Phyllis Pellman Good",2000,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker
4170,0001595142517,"Lili St. Crow, Lilith Saintcrow",2009,"Strange Angels (Strange Angels, #1)"
4171,0786886307,"Malika Oufkir, Michèle Fitoussi",1999,Stolen Lives: Twenty Years in a Desert Jail
4172,0399155813,Nora Roberts,2009,Black Hills
4173,000078512179X,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",2006,Civil War: A Marvel Comics Event
4174,0805421300,"Kim Carpenter, John R. Perry, Krickitt Carpenter",2000,The Vow: The Kim & Krickitt Carpenter Story
4175,000143913376X,Robert A. Heinlein,1951,The Puppet Masters
4176,,Megan Miranda,2016,All the Missing Girls
4177,0307119408,Mercer Mayer,1983,Just Go to Bed
4178,0316403431,Maria Semple,2016,Today Will Be Different
4179,0345470583,"CLAMP, William Flanagan",2003,"xxxHolic, Vol. 1 (xxxHOLiC, #1)"
4180,000039541668X,"Harry Allard, James  Marshall",1982,"Miss Nelson Is Back (Miss Nelson, #2)"
4181,0553572393,Kim Stanley Robinson,1994,"Green Mars (Mars Trilogy, #2)"
4182,0756402980,Tad Williams,1993,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)"
4183,0744549515,"Oscar Wilde, Inga Moore",1887,The Canterville Ghost
4184,0345529375,"Bryan Lee O'Malley, Nathan Fairbairn",2014,Seconds
4185,,Tijan,2012,"Fallen Crest High (Fallen Crest High, #1)"
4186,0001402735421,Jenő Barcsay,1953,Anatomy for the Artist
4187,000044018293X,John Saul,1977,Suffer the Children
4188,0060739428,Karen Cushman,1994,"Catherine, Called Birdy"
4189,0967673747,Jean Sasson,1992,Princess: A True Story of Life Behind the Veil in Saudi Arabia
4190,0001857232569,Terry Brooks,1986,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)"
4191,0553583182,"Joseph Murphy, Ian McMahan",1962,The Power of Your Subconscious Mind
4192,0099271494,Anne Rice,2001,"Blood And Gold (The Vampire Chronicles, #8)"
4193,0062026518,Rae Carson,2012,"The Crown of Embers (Fire and Thorns, #2)"
4194,,Tamora Pierce,2000,"Page (Protector of the Small, #2)"
4195,0062317148,Kiera Cass,2014,"The Guard (The Selection, #2.5)"
4196,0440442508,"Esther Forbes, Lynd Ward",1943,Johnny Tremain
4197,0001876175702,"Ernesto Che Guevara, Aleida Guevara March",1993,The Motorcycle Diaries: Notes on a Latin American Journey
4198,,Kristen Proby,2012,"Fight with Me (With Me in Seattle, #2)"
4199,0001595540210,Ted Dekker,2003,"Black: The Birth of Evil (The Circle, #1)"
4200,0316043915,N.K. Jemisin,2010,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)"
4201,0399226168,Peggy Rathmann,1995,Officer Buckle & Gloria
4202,0374191484,"Roberto Bolaño, Natasha Wimmer",1998,The Savage Detectives
4203,0373210582,Gena Showalter,2012,"Alice in Zombieland (White Rabbit Chronicles, #1)"
4204,0061668060,Aprilynne Pike,2009,"Spells (Wings, #2)"
4205,0001590171691,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",1941,Chess Story
4206,0736420959,"Justine Korman Fontes, Don Williams, Walt Disney Company",1994,The Lion King: A little Golden Book
4207,0545324092,Gordon Korman,2011,"The Medusa Plot (39 Clues: Cahills vs. Vespers, #1)"
4208,,Jeanne Birdsall,2005,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)"
4209,000044658083X,Nelson DeMille,2010,"The Lion (John Corey, #5)"
4210,000044023655X,Karen Marie Moning,2001,"Kiss of the Highlander (Highlander, #4)"
4211,0001400067898,Sally Bedell Smith,2012,Elizabeth the Queen: The Life of a Modern Monarch
4212,0385351372,"Jo Nesbø, Charlotte Barslund",2014,The Son
4213,0001607061597,"John Layman, Rob Guillory",2009,"Chew, Vol. 1: Taster's Choice"
4214,0440418518,Linda Sue Park,2001,A Single Shard
4215,0786931582,"Margaret Weis, Tracy Hickman",1986,"Time of the Twins (Dragonlance: Legends, #1)"
4216,0061779741,Christopher Moore,2012,Sacré Bleu: A Comedy d'Art
4217,0575070536,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1972,Roadside Picnic
4218,000006085202X,Meg Cabot,2008,"Queen of Babble Gets Hitched (Queen of Babble, #3)"
4219,0141439882,Elizabeth Gaskell,1853,Cranford
4220,0330369954,Don DeLillo,1997,Underworld
4221,0140168125,"Jack Kerouac, Aram Saroyan",1962,Big Sur
4222,0001585678759,P.G. Wodehouse,1919,"My Man Jeeves (Jeeves, #1)"
4223,0061659223,Melissa Marr,2010,"Radiant Shadows (Wicked Lovely, #4)"
4224,,Kristen Ashley,2012,"Motorcycle Man (Dream Man, #4)"
4225,0001455581089,Amanda Palmer,2014,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help"
4226,0062072099,Veronica Rossi,2014,"Into the Still Blue (Under the Never Sky, #3)"
4227,0001594489173,Ann Brashares,2007,The Last Summer (of You and Me)
4228,0001563893126,"Garth Ennis, Steve Dillon",1997,"Preacher, Volume 2: Until the End of the World"
4229,0618391002,"Chris   Smith, Christopher Lee, Richard Taylor",-2147483648,The Lord of the Rings: Weapons and Warfare
4230,0743437322,D.J. MacHale,2003,"The Lost City of Faar (Pendragon, #2)"
4231,0553278029,Elizabeth  George,1988,"A Great Deliverance (Inspector Lynley, #1)"
4232,,"Arturo Pérez-Reverte, Sonia Soto",1993,The Club Dumas
4233,0001582349061,Shannon Hale,2004,"Enna Burning (The Books of Bayern, #2)"
4234,0060724692,Meg Cabot,2005,"Twilight (The Mediator, #6)"
4235,,أحمد مراد,2014,1919
4236,0380709589,"Beverly Cleary, Paul O. Zelinsky",1983,"Dear Mr. Henshaw (Leigh Botts, #1)"
4237,0001857028155,Ann Patchett,1997,The Magician's Assistant
4238,0349108390,Douglas Coupland,1991,Generation X: Tales for an Accelerated Culture
4239,0802123457,Viet Thanh Nguyen,2015,The Sympathizer
4240,0001579126286,Agatha Christie,1941,"Evil Under the Sun (Hercule Poirot, #23)"
4241,,Joanna Wylde,2013,"Reaper's Property (Reapers MC, #1)"
4242,0060512628,"Mary O'Hara, Dave Blossom",1941,"My Friend Flicka (Flicka, #1)"
4243,000145162607X,"Philippa Gregory, Mirjana Valent",2012,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)"
4244,0001847024696,"Henrik Ibsen, William Archer",1890,Hedda Gabler
4245,0736423095,Walt Disney Company,1940,Dumbo: A Little Golden Book
4246,0062290398,Erika Johansen,2015,"The Invasion of the Tearling (The Queen of the Tearling, #2)"
4247,0307960471,"Jo Nesbø, Don Bartlett",2011,"Phantom (Harry Hole, #9)"
4248,0312530641,"P.C. Cast, Kristin Cast",-2147483648,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5)
4249,0007198914,Cecelia Ahern,2006,A Place Called Here
4250,0307277771,W. Somerset Maugham,1925,The Painted Veil
4251,0099446723,Anne Rice,2002,"Blackwood Farm (The Vampire Chronicles, #9)"
4252,0609800140,Caroline Myss,1996,Anatomy of the Spirit: The Seven Stages of Power and Healing
4253,0349117047,Alexander McCall Smith,2002,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)"
4254,000039916216X,Beatriz Williams,2013,A Hundred Summers
4255,,Sabaa Tahir,2016,"A Torch Against the Night (An Ember in the Ashes, #2)"
4256,0618724834,Gary D. Schmidt,2007,The Wednesday Wars
4257,0786939842,R.A. Salvatore,1992,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)"
4258,0525471340,Judy Schachner,2003,Skippyjon Jones
4259,0399157441,Nora Roberts,2011,Chasing Fire
4260,0001576754227,Brian Tracy,2001,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time
4261,0689861133,Sandra Boynton,1982,"Moo, Baa, La La La!"
4262,0001585426016,Wallace D. Wattles,1910,The Science of Getting Rich
4263,0061230944,James Rollins,2008,"The Last Oracle (Sigma Force, #5)"
4264,,"أحلام مستغانمي, Ahlam Mosteghanemi",1993,ذاكرة الجسد
4265,0060897848,A. Manette Ansay,1994,Vinegar Hill
4266,000055327418X,David Brin,1983,"Startide Rising (The Uplift Saga, #2)"
4267,0001481200577,Shelly Crane,2011,"Significance (Significance, #1)"
4268,0812974611,Robert   Harris,2003,Pompeii
4269,0001455536253,David Baldacci,2015,"The Guilty (Will Robie, #4)"
4270,0671201581,Bertrand Russell,1945,A History of Western Philosophy
4271,0517220776,Lewis Carroll,1884,The Complete Stories and Poems
4272,0786886811,Nigella Lawson,1998,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking
4273,0451528166,"Thomas Malory, Keith Baines, Robert Graves",1485,Le Morte d'Arthur: King Arthur and the Legends of the Round Table
4274,0001400052297,Cupcake Brown,2006,A Piece of Cake
4275,0805080511,Lloyd Alexander,1967,Taran Wanderer (The Chronicles of Prydain #4)
4276,0446612758,"Douglas Preston, Lincoln Child",2004,"Brimstone (Pendergast, #5; Diogenes, #1)"
4277,0001598183605,Kate Douglas Wiggin,1903,Rebecca of Sunnybrook Farm
4278,000006056251X,Lisa Kleypas,2006,"Devil in Winter (Wallflowers, #3)"
4279,0152063110,Susan Beth Pfeffer,2008,"The Dead and the Gone (Last Survivors, #2)"
4280,0001595540350,Ted Dekker,2004,"White: The Great Pursuit (The Circle, #3)"
4281,0778303764,Gena Showalter,2010,The Darkest Passion (Lords of the Underworld #5)
4282,0385526342,Chuck Palahniuk,2009,Pygmy
4283,0001439136637,Lauren Weisberger,2013,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)"
4284,0553381008,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900,Selected Stories
4285,0001416591052,S.C. Gwynne,2010,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History"
4286,0743455800,John le Carré,1979,Smiley's People
4287,0842356223,"Karen Kingsbury, Gary Smalley",2002,"Redemption (Redemption, #1)"
4288,0152053107,Jennifer Donnelly,2003,A Northern Light
4289,0786229071,"Tim LaHaye, Jerry B. Jenkins",1999,"Apollyon (Left Behind, #5)"
4290,0061043575,Dorothy L. Sayers,1923,"Whose Body?  (Lord Peter Wimsey, #1)"
4291,0689847432,"Robert Sabuda, Lewis Carroll",2003,Alice's Adventures in Wonderland: A Pop-Up Adaptation
4292,0142003697,Ross King,2003,Michelangelo and the Pope's Ceiling
4293,0452285933,Kelley Armstrong,2002,"Stolen (Women of the Otherworld, #2)"
4294,0446616494,David Baldacci,2004,"Hour Game (Sean King & Michelle Maxwell, #2)"
4295,0755328949,Louise Penny,2007,"The Cruelest Month (Chief Inspector Armand Gamache, #3)"
4296,0679847596,"Noel Streatfeild, Diane Goode",1936,"Ballet Shoes (Shoes, #1)"
4297,0001423409450,Harry Gregson-Williams,2006,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe"
4298,0451187849,"Ayn Rand, Leonard Peikoff",1936,We the Living
4299,0374384711,Marie Rutkoski,2015,"The Winner's Crime (The Winner's Trilogy, #2)"
4300,,Carolyn Brown,2011,The Ladies' Room
4301,0802130720,E.E. Cummings,1954,100 Selected Poems
4302,0451223896,Jen Lancaster,2008,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer"
4303,0060525614,Erin Hunter,2003,"Forest of Secrets (Warriors, #3)"
4304,0001594488800,Sarah Waters,2009,The Little Stranger
4305,000042525674X,Patricia Briggs,2014,"Night Broken (Mercy Thompson, #8)"
4306,0062286927,Sara Raasch,2014,"Snow Like Ashes (Snow Like Ashes, #1)"
4307,000147675666X,Matthew  Thomas,2014,We Are Not Ourselves
4308,0515139408,Nora Roberts,2005,"Red Lily (In the Garden, #3)"
4309,0001594481881,Mary Pipher,1994,Reviving Ophelia: Saving the Selves of Adolescent Girls
4310,0060888628,Bernard Cornwell,2006,"Lords of the North (The Saxon Stories, #3)"
4311,0001416936491,Margaret Peterson Haddix,1999,"Just Ella (The Palace Chronicles, #1)"
4312,,Raine Miller,2013,"Eyes Wide Open (The Blackstone Affair, #3)"
4313,000081299289X,Lisa See,2014,China Dolls
4314,0001416900314,Kate Brian,2005,Megan Meade's Guide to the McGowan Boys
4315,0064430960,"Russell Hoban, Lillian Hoban",1964,Bread and Jam for Frances
4316,000184243036X,Tom Robbins,1994,Half Asleep in Frog Pajamas
4317,0060988657,Gregory Maguire,2003,Mirror Mirror
4318,0001406350486,Patrick Ness,2013,More Than This
4319,0679728740,Cormac McCarthy,1973,Child of God
4320,0842339760,Francine Rivers,1995,"As Sure as the Dawn (Mark of the Lion, #3)"
4321,0001594205388,Max Barry,2013,Lexicon
4322,0001400139027,"Candace Bushnell, Donna Murphy",2008,One Fifth Avenue
4323,0001419710206,"Cece Bell, David Lasky",2014,El Deafo
4324,0451419715,Samantha Young,2013,"Down London Road (On Dublin Street, #2)"
4325,0001582404879,"Robert Kirkman, Charlie Adlard",2005,"The Walking Dead, Vol. 03: Safety Behind Bars"
4326,0001857983416,Philip K. Dick,1974,"Flow My Tears, the Policeman Said"
4327,0001414315716,Francine Rivers,1998,The Last Sin Eater
4328,0743457269,Jude Deveraux,1989,A Knight in Shining Armor
4329,0001442402326,Jonathan Maberry,2010,"Rot & Ruin (Rot & Ruin, #1)"
4330,0872205541,"Plato, G.M.A. Grube, John M. Cooper",-400,The Trial and Death of Socrates
4331,0786865059,Charles R. Cross,2001,Heavier Than Heaven: A Biography of Kurt Cobain
4332,0140440399,"Thucydides, Rex Warner, Moses I. Finley",-411,History of the Peloponnesian War
4333,0001593081197,"Stephen Crane, George Stade, Richard Fusco",1895,The Red Badge of Courage and Selected Short Fiction  
4334,0061714305,Richard Kadrey,2009,"Sandman Slim (Sandman Slim, #1)"
4335,0312359322,John Hart,2009,The Last Child
4336,0811200124,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",1962,Labyrinths:  Selected Stories and Other Writings
4337,0316734837,Anita Shreve,1999,Fortune's Rocks
4338,0393325997,Patricia Highsmith,1952,The Price of Salt
4339,000140278404X,Colleen Houck,2011,"Tiger's Quest (The Tiger Saga, #2)"
4340,000045122793X,Chloe Neill,2009,"Friday Night Bites (Chicagoland Vampires, #2)"
4341,0195189779,Tim Harford,2005,The Undercover Economist
4342,0001595541896,Frank E. Peretti,1995,The Oath
4343,0061345695,Anna Godbersen,2008,"Rumors (Luxe, #2)"
4344,0399255370,"Drew Daywalt, Oliver Jeffers",2013,The Day the Crayons Quit
4345,0060096098,Meg Cabot,2002,"Princess in Waiting (The Princess Diaries, #4)"
4346,0001451612060,"Katie J. Davis, Beth Clark",2011,Kisses from Katie: A Story of Relentless Love and Redemption
4347,0316037532,Kathleen Kent,2008,The Heretic's Daughter
4348,0679772871,"Thomas Mann, John E. Woods",1924,The Magic Mountain
4349,000044661162X,Michael Connelly,2002,Chasing the Dime
4350,0062278967,Claudia Gray,2014,"A Thousand Pieces of You (Firebird, #1)"
4351,0439692393,Patricia Reilly Giff,2002,Pictures of Hollis Woods
4352,0330340328,Peter F. Hamilton,1996,"The Reality Dysfunction (Night's Dawn, #1)"
4353,0006174434,Sidney Sheldon,1988,The Sands of Time
4354,0241144140,Zadie Smith,2012,NW
4355,0525478116,Heather Brewer,2007,"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)"
4356,0060005696,Barry Schwartz,2004,The Paradox of Choice: Why More Is Less
4357,0440226686,Annette Curtis Klause,1997,Blood and Chocolate
4358,0316166316,Michael Connelly,2009,"Nine Dragons (Harry Bosch, #15; Mickey Haller, #3; Harry Bosch Universe, #18)"
4359,0486424588,D.H. Lawrence,1920,"Women in Love (Brangwen Family, #2)"
4360,0670038571,Jane Green,2007,Second Chance
4361,0553278746,David Brin,1985,The Postman
4362,,Elin Hilderbrand,2012,Summerland
4363,0001841150509,Ann Patchett,1992,The Patron Saint of Liars
4364,0060594896,"Jack Canfield, Janet Switzer",2004,The Success Principles: How to Get from Where You Are to Where You Want to Be
4365,,Kristen Ashley,2012,"Knight (Unfinished Hero, #1)"
4366,0002839906171,"Alexander Osterwalder, Yves Pigneur",2010,Business Model Generation
4367,0393064476,Stephen Greenblatt,2011,The Swerve: How the World Became Modern
4368,0312194390,Margaret George,1986,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers"
4369,0385722222,Chuck Palahniuk,2004,Stranger than Fiction
4370,000067003830X,Norman Doidge,2007,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science
4371,0345418417,Larry Niven,1979,The Ringworld Engineers (Ringworld #2)
4372,0316125849,Barry Lyga,2012,"I Hunt Killers (Jasper Dent, #1)"
4373,,K. Bromberg,2014,"Crashed (Driven, #3)"
4374,000052542914X,J. Ryan Stradal,2015,Kitchens of the Great Midwest
4375,0590416022,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",1971,Stone Soup
4376,0009770919403,"Alaa Al Aswany, علاء الأسواني",2007,شيكاجو
4377,,"James Patterson, Maxine Paetro",2013,"12th of Never (Women's Murder Club, #12)"
4378,0316219037,Brian  McClellan,2013,"Promise of Blood (Powder Mage, #1)"
4379,0752876457,James Rollins,2006,"Black Order (Sigma Force, #3)"
4380,0385341954,Karin Slaughter,2008,"Fractured (Will Trent, #2)"
4381,0553496689,Nicola Yoon,2016,The Sun Is Also a Star
4382,0316410985,"James Patterson, David Ellis",2015,The Murder House
4383,0001842322761,Nevil Shute,1957,On the Beach
4384,0001594205418,Nick Hornby,2014,Funny Girl
4385,0385521383,Edward Rutherfurd,2009,New York
4386,0765376474,"V.E. Schwab, Victoria Schwab",2016,"A Gathering of Shadows (Shades of Magic, #2)"
4387,0553582747,Dean Koontz,2000,From the Corner of His Eye
4388,0001400044618,"Haruki Murakami, Philip Gabriel, Jay Rubin",2006,"Blind Willow, Sleeping Woman"
4389,0001400054354,"Ina Garten, Quentin Bacon",2008,Barefoot Contessa Back to Basics
4390,0767912276,Jane Green,2002,To Have and to Hold
4391,0143036475,Koren Zailckas,2005,Smashed: Story of a Drunken Girlhood
4392,0345479726,John Irving,2005,Until I Find You
4393,0001606840576,Bree Despain,2009,"The Dark Divine (The Dark Divine, #1)"
4394,0001400041201,Bill Buford,2006,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany"
4395,0345409876,Clarissa Pinkola Estés,1992,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype
4396,0152046925,"Patricia C. Wrede, Peter de Sève",1993,"Calling on Dragons (Enchanted Forest Chronicles, #3)"
4397,0743201140,"Marcus Buckingham, Donald O. Clifton",2001,"Now, Discover Your Strengths"
4398,0001401309666,Chris Anderson,2006,The Long Tail: Why the Future of Business is Selling Less of More
4399,0395083621,Adolf Hitler,1925,Mein Kampf
4400,0670034800,Jane Green,2006,Swapping Lives
4401,0312377029,Louise Penny,2008,"A Rule Against Murder (Chief Inspector Armand Gamache, #4)"
4402,0001455807044,Nora Roberts,2012,"The Perfect Hope (Inn Boonsboro, #3)"
4403,0001465341889,Aleatha Romig,2011,"Consequences (Consequences, #1)"
4404,0684856093,Sean Covey,1997,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide
4405,0810984253,Tom Angleberger,2010,"The Strange Case of Origami Yoda (Origami Yoda, #1)"
4406,0312932804,Jennifer Crusie,1996,"Welcome to Temptation (Dempseys, #1)"
4407,0061962783,Thanhha Lai,2011,Inside Out & Back Again
4408,0062012010,Josephine Angelini,2012,"Dreamless (Starcrossed, #2)"
4409,,Abbi Glines,2012,"Predestined (Existence Trilogy, #2)"
4410,0618390979,Jude Fisher,-2147483648,The Lord of the Rings: The Return of the King: Visual Companion
4411,0001591840562,Guy Kawasaki,2004,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything"
4412,0385528191,"Wes  Moore, Tavis Smiley",2010,"The Other Wes Moore: One Name, Two Fates"
4413,0399154140,Ariana Franklin,2007,"Mistress of the Art of Death (Mistress of the Art of Death, #1)"
4414,0001416938745,Tucker Max,2008,"Assholes Finish First (Tucker Max, #2)"
4415,0004063347761,"Naoko Takeuchi, 武内 直子",1991,美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1]
4416,0380782332,Susan Elizabeth Phillips,1996,Kiss an Angel
4417,0061995037,Dan Ariely,2010,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home
4418,0743243803,"Sarah Vowell, Katherine Streeter",2002,The Partly Cloudy Patriot
4419,0440421217,Ruth Stiles Gannett,1948,"My Father's Dragon (My Father's Dragon, #1)"
4420,0062311077,Greg Iles,2014,Natchez Burning
4421,0876859260,Charles Bukowski,1994,Pulp
4422,0385339410,Thomas Harris,2006,"Hannibal Rising (Hannibal Lecter, #4)"
4423,0749934085,J.D. Robb,1996,"Immortal in Death (In Death, #3)"
4424,0312599072,Sherrilyn Kenyon,2010,"Infinity (Chronicles of Nick, #1)"
4425,0425222195,Laurell K. Hamilton,2007,"Blood Noir (Anita Blake, Vampire Hunter #16)"
4426,0001594202249,Thomas Pynchon,2009,Inherent Vice
4427,0743431014,Jodi Picoult,1992,Songs of the Humpback Whale
4428,0061558265,"Guillermo del Toro, Chuck Hogan",2011,"The Night Eternal (The Strain Trilogy, #3)"
4429,0394726413,Jay McInerney,1984,"Bright Lights, Big City"
4430,0399159894,Nora Roberts,2013,Whiskey Beach
4431,0001416535209,Jennifer Weiner,2006,The Guy Not Taken: Stories
4432,0001582408831,Robert Kirkman,2008,"The Walking Dead, Vol. 08: Made to Suffer"
4433,0001416580956,Kresley Cole,2010,Pleasure of a Dark Prince (Immortals After Dark #9)
4434,0064440028,Syd Hoff,1958,Danny and the Dinosaur (An I Can Read Book)
4435,0140449302,"Giovanni Boccaccio, G.H. McWilliam",1353,The Decameron
4436,0062081012,Sara Shepard,2011,"Twisted (Pretty Little Liars, #9)"
4437,0316225886,Michael Connelly,2015,"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)"
4438,0771064861,Alice Munro,2012,Dear Life: Stories
4439,0899197698,Eileen Christelow,1989,Five Little Monkeys Jumping on the Bed
4440,0001405034149,Jacqueline Carey,2003,"Kushiel's Avatar (Phèdre's Trilogy, #3)"
4441,0142437883,"Jorge Luis Borges, Andrew Hurley",1947,The Aleph and Other Stories 
4442,,Rachel Van Dyken,2013,"Ruin (Ruin, #1)"
4443,0394757688,Raymond Chandler,1953,"The Long Goodbye (Philip Marlowe, #6)"
4444,0394758277,Raymond Chandler,1940,"Farewell, My Lovely (Philip Marlowe, #2)"
4445,0805080503,Lloyd Alexander,1966,The Castle of Llyr (The Chronicles of Prydain #3)
